RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,VA,EWA
361,JoshHart,54,29.9,.515,26.7,10.6,0.0,0.0,0.0,0.0,10.48,0.0,0.0
,JoshGreen,42,27.3,.607,23.0,9.7,0.0,0.0,0.0,0.0,10.48,0.0,0.0
363,MarcusMorrisSr.,37,17.2,.559,9.8,7.1,0.0,0.0,0.0,0.0,10.43,0.0,0.0
364,JockLandale,29,9.3,.438,16.9,11.3,0.0,0.0,0.0,0.0,10.40,-0.8,-0.0
365,GregBrownIII,6,6.7,.501,17.4,17.4,0.0,0.0,0.0,0.0,10.39,0.0,0.0
,JordanPoole,52,29.2,.511,17.5,10.2,0.0,0.0,0.0,0.0,10.39,0.0,0.0
367,KillianHayes,42,24.0,.474,36.5,9.1,0.0,0.0,0.0,0.0,10.38,0.0,0.0
368,Olivier-MaxenceProsper,30,8.5,.471,17.3,4.5,0.0,0.0,0.0,0.0,10.37,-1.7,-0.1
369,GaryTrentJr.,50,26.3,.541,11.6,5.5,0.0,0.0,0.0,0.0,10.32,0.0,0.0
370,JerichoSims,28,11.0,.711,16.0,14.2,0.0,0.0,0.0,0.0,10.30,0.0,0.0
371,NickeilAlexander-Walker,54,23.1,.575,26.4,9.9,0.0,0.0,0.0,0.0,10.25,0.0,0.0
372,KentaviousCaldwell-Pope,50,31.9,.581,19.4,8.2,0.0,0.0,0.0,0.0,10.17,0.0,0.0
373,IshWainright,7,6.6,.530,0.0,5.0,0.0,0.0,0.0,0.0,10.16,0.0,0.0
374,MalachiFlynn,47,11.6,.535,26.9,12.3,0.0,2.6,0.0,7.3,10.15,0.0,0.0
375,OusmaneDieng,29,11.2,.555,20.0,10.3,0.0,0.0,0.0,0.0,10.12,0.0,0.0
,JaredRhoden,6,7.0,.631,21.2,15.9,0.0,0.0,0.0,0.0,10.12,-0.4,-0.0
377,DeanWade,44,21.1,.597,13.8,7.3,0.0,0.0,0.0,0.0,10.04,0.0,0.0
378,DorianFinney-Smith,45,28.1,.542,13.9,7.4,0.0,0.0,0.0,0.0,9.97,0.0,0.0
,TerryTaylor,18,7.3,.563,14.5,16.9,0.0,0.0,0.0,0.0,9.97,0.0,0.0
380,DalanoBanton,26,8.5,.485,19.6,12.5,0.0,6.5,0.0,10.4,9.95,0.0,0.0
381,TeranceMann,47,24.9,.554,19.4,6.8,0.0,0.0,0.0,0.0,9.94,0.0,0.0
382,LeakyBlack,22,9.9,.554,26.4,7.3,0.0,0.0,0.0,0.0,9.93,-2.8,-0.1
383,BismackBiyombo,30,23.9,.560,22.3,16.6,0.0,0.0,0.0,0.0,9.89,-7.6,-0.3
384,MatisseThybulle,51,23.2,.542,18.7,8.1,0.0,0.0,0.0,0.0,9.88,0.0,0.0
385,NassirLittle,32,13.1,.576,13.0,8.9,0.0,0.0,0.0,0.0,9.85,0.0,0.0
386,KevinKnoxII,31,18.1,.570,9.6,9.1,0.0,0.0,0.0,0.0,9.83,0.0,0.0
387,PatrickBaldwinJr.,17,7.2,.540,11.8,10.1,0.0,0.0,0.0,0.0,9.80,-1.8,-0.1
388,GaryHarris,33,22.5,.568,21.2,6.6,0.0,0.0,0.0,0.0,9.77,0.0,0.0
389,KesslerEdwards,36,4.9,.540,14.3,1.6,0.0,0.0,0.0,0.0,9.76,0.0,0.0
390,KeonEllis,33,11.5,.585,24.9,11.1,0.0,0.0,0.0,0.0,9.71,-6.1,-0.2
391,SethCurry,39,13.2,.522,15.0,7.5,0.0,3.4,0.0,6.0,9.69,0.0,0.0
392,ToumaniCamara,52,23.8,.520,11.1,13.3,0.0,0.0,0.0,0.0,9.60,-22.2,-0.7
393,HaywoodHighsmith,40,21.2,.551,15.0,8.9,0.0,0.0,0.0,0.0,9.58,-15.4,-0.5
,PatConnaughton,49,21.3,.606,28.7,8.8,0.0,0.0,0.0,0.0,9.58,0.0,0.0
395,Jae'SeanTate,51,17.5,.538,18.9,7.7,0.0,0.0,0.0,0.0,9.57,0.0,0.0
396,MattRyan,14,21.6,.664,11.6,13.2,0.0,0.0,0.0,0.0,9.54,-5.7,-0.2
397,KrisMurray,33,13.2,.499,14.5,10.7,0.0,0.0,0.0,0.0,9.49,-8.5,-0.3
398,BrandonBostonJr.,16,7.4,.482,6.8,6.8,0.0,0.0,0.0,0.0,9.46,0.0,0.0
399,DaishenNix,9,3.3,.479,9.6,4.8,0.0,0.0,0.0,0.0,9.43,0.0,0.0
,QuentinGrimes,45,20.2,.543,13.9,5.6,0.0,0.0,0.0,0.0,9.43,0.0,0.0
401,JadenMcDaniels,44,28.7,.587,11.4,10.8,0.0,0.0,0.0,0.0,9.42,0.0,0.0
402,MaxiKleber,19,21.6,.586,24.0,13.0,0.0,0.0,0.0,0.0,9.36,0.0,0.0
403,GeorgesNiang,53,21.7,.558,12.1,7.7,0.0,0.0,0.0,0.0,9.35,0.0,0.0
404,JaeCrowder,24,24.7,.576,19.7,5.6,0.0,0.0,0.0,0.0,9.32,0.0,0.0
405,LesterQuinones,18,12.7,.524,18.4,10.5,0.0,0.0,0.0,0.0,9.22,-5.4,-0.2
406,JalenPickett,16,6.1,.571,25.6,12.8,0.0,0.0,0.0,0.0,9.19,-2.3,-0.1
407,FurkanKorkmaz,35,8.6,.519,20.9,8.3,0.0,0.0,0.0,0.0,9.15,0.0,0.0
408,ShakeMilton,41,13.3,.496,19.2,10.6,0.0,3.1,0.0,7.3,9.11,0.0,0.0
409,DereonSeabron,5,10.4,.448,20.4,0.0,0.0,0.0,0.0,0.0,9.10,-1.3,-0.0
410,DougMcDermott,49,15.1,.603,18.0,7.8,0.0,1.3,0.0,3.6,9.07,0.0,0.0
411,JulianStrawther,35,13.9,.493,15.2,6.4,0.0,0.0,0.0,0.0,9.05,-12.7,-0.4
412,VasilijeMicic,33,13.0,.523,36.8,13.7,0.0,0.5,0.0,3.9,9.04,-11.2,-0.4
413,BryceMcGowens,43,16.4,.580,14.8,9.2,0.0,0.0,0.0,0.0,8.99,-19.0,-0.6
414,ZiaireWilliams,45,18.9,.504,14.2,12.3,0.0,0.0,0.0,0.0,8.97,0.0,0.0
415,ScootHenderson,42,26.9,.483,22.5,14.1,0.0,0.0,0.0,0.0,8.92,-31.7,-1.1
416,GrantWilliams,50,26.7,.569,16.6,11.0,0.0,4.1,0.0,7.8,8.90,0.0,0.0
,MarJonBeauchamp,40,14.2,.583,13.3,12.4,0.0,0.0,0.0,0.0,8.90,-16.1,-0.5
418,AndreJacksonJr.,44,11.2,.629,28.0,13.7,0.0,0.0,0.0,0.0,8.89,-14.1,-0.5
419,CodyMartin,22,26.3,.466,25.7,12.0,0.0,0.0,0.0,0.0,8.85,0.0,0.0
420,GradeyDick,34,15.3,.547,16.9,9.5,0.0,0.0,0.0,0.0,8.80,-15.5,-0.5
421,TaylorHendricks,16,14.6,.490,8.1,13.2,0.0,0.0,0.0,0.0,8.78,-7.1,-0.2
422,KJMartin,40,11.2,.569,16.5,12.4,0.0,3.7,0.0,7.9,8.76,0.0,0.0
423,OttoPorterJr.,15,11.6,.568,18.1,4.5,0.0,0.0,0.0,0.0,8.75,0.0,0.0
424,BilalCoulibaly,53,26.9,.550,16.1,13.8,0.0,0.0,0.0,0.0,8.74,-37.5,-1.2
425,DavidRoddy,49,22.9,.487,13.8,10.0,0.0,4.8,0.0,9.8,8.68,-35.6,-1.2
426,IbouBadji,16,11.7,.634,26.4,28.6,0.0,0.0,0.0,0.0,8.66,-5.4,-0.2
427,WendellMooreJr.,14,3.1,.500,13.3,20.0,0.0,0.0,0.0,0.0,8.64,-1.4,-0.0
428,AnthonyBlack,50,18.1,.577,23.7,13.2,0.0,0.0,0.0,0.0,8.63,-29.4,-1.0
429,ChrisLivingston,15,4.1,.571,18.3,13.7,0.0,0.0,0.0,0.0,8.60,-2.0,-0.1
430,JustinHoliday,32,14.8,.589,22.4,5.6,0.0,0.0,0.0,0.0,8.59,0.0,0.0
,TaureanPrince,53,30.1,.579,15.6,8.3,0.0,0.0,0.0,0.0,8.59,0.0,0.0
432,NickSmithJr.,37,15.5,.534,15.0,10.7,0.0,0.0,0.0,0.0,8.52,-19.5,-0.7
433,ReggieBullockJr.,22,9.4,.590,16.0,8.0,0.0,0.0,0.0,0.0,8.51,0.0,0.0
434,LukaSamanic,26,5.7,.491,4.7,12.9,0.0,0.0,0.0,0.0,8.49,0.0,0.0
435,DalenTerry,35,10.0,.502,29.5,11.7,0.0,0.0,0.0,0.0,8.44,-12.3,-0.4
,DanuelHouseJr.,34,15.0,.575,16.3,11.0,0.0,0.0,0.0,0.0,8.44,0.0,0.0
437,GarrettTemple,16,4.3,.486,17.3,14.4,0.0,0.0,0.0,0.0,8.43,0.0,0.0
438,CamReddish,35,23.3,.519,15.6,9.9,0.0,0.0,0.0,0.0,8.42,0.0,0.0
439,RayanRupert,16,7.4,.451,17.3,9.4,0.0,0.0,0.0,0.0,8.36,-4.3,-0.1
440,CalebHoustan,40,14.9,.580,11.9,6.9,0.0,0.0,0.0,0.0,8.25,-22.7,-0.8
,MalakiBranham,50,20.2,.507,19.7,9.9,0.0,0.0,0.0,0.0,8.25,-38.5,-1.3
442,TrevelinQueen,13,12.5,.462,26.4,10.3,0.0,0.0,0.0,0.0,8.24,0.0,0.0
443,ArmoniBrooks,10,10.4,.448,9.1,5.5,0.0,0.0,0.0,0.0,8.15,0.0,0.0
444,JavonFreeman-Liberty,2,2.0,.333,0.0,0.0,0.0,0.0,0.0,0.0,8.13,-0.2,-0.0
445,MonteMorris,8,12.3,.382,21.5,3.6,0.0,2.3,0.0,8.6,8.09,0.0,0.0
446,MikeMuscala,37,13.8,.484,16.9,9.2,0.0,6.7,0.0,11.1,8.04,-19.4,-0.6
,TosanEvbuomwan,5,16.4,.441,25.0,4.2,0.0,10.4,0.0,10.7,8.04,-3.4,-0.1
448,ChumaOkeke,33,11.5,.499,13.1,9.2,0.0,0.0,0.0,0.0,8.01,0.0,0.0
449,MattHurt,3,18.7,.440,13.4,0.0,0.0,0.0,0.0,0.0,8.00,-2.3,-0.1
,JevonCarter,52,13.7,.482,16.6,7.9,0.0,0.0,0.0,0.0,8.00,0.0,0.0
451,BenSheppard,33,10.8,.502,17.5,5.1,0.0,0.0,0.0,0.0,7.78,-16.1,-0.5
452,JettHoward,13,3.8,.484,10.4,7.0,0.0,0.0,0.0,0.0,7.77,-2.2,-0.1
453,CollinGillespie,18,7.6,.563,19.6,16.4,0.0,0.0,0.0,0.0,7.75,-6.2,-0.2
454,OchaiAgbaji,54,19.4,.518,13.5,10.2,0.0,3.9,0.0,6.8,7.71,-48.3,-1.6
455,TyJerome,2,7.5,.500,37.5,12.5,0.0,0.0,0.0,0.0,7.61,0.0,0.0
456,MaxChristie,43,17.2,.539,15.6,11.3,0.0,0.0,0.0,0.0,7.60,-35.3,-1.2
457,BonesHyland,19,13.2,.471,18.2,12.7,0.0,0.0,0.0,0.0,7.27,0.0,0.0
458,ColeSwider,10,5.0,.523,11.8,17.7,0.0,0.0,0.0,0.0,7.09,-2.8,-0.1
459,GarrisonMathews,39,12.6,.663,13.0,10.8,0.0,0.0,0.0,0.0,7.06,0.0,0.0
460,DavionMitchell,44,13.2,.503,27.8,9.3,0.0,0.0,0.0,0.0,7.03,0.0,0.0
461,XavierMoon,2,6.0,.500,50.0,16.7,0.0,0.0,0.0,0.0,6.94,0.0,0.0
,JTThor,43,13.4,.442,9.8,6.4,0.0,0.0,0.0,0.0,6.94,0.0,0.0
463,TrentForrest,20,10.5,.389,40.2,10.5,0.0,0.0,0.0,0.0,6.88,0.0,0.0
464,SviMykhailiuk,23,7.9,.466,11.8,8.3,0.0,0.0,0.0,0.0,6.77,0.0,0.0
465,IshSmith,43,17.2,.435,41.2,13.4,0.0,0.0,0.0,0.0,6.71,0.0,0.0
466,JaylenNowell,9,17.3,.453,20.7,6.5,0.0,0.0,0.0,0.0,6.62,0.0,0.0
467,ChrisDuarte,37,12.8,.488,16.6,10.4,0.0,0.0,0.0,0.0,6.52,0.0,0.0
468,PattyMills,19,10.6,.500,19.2,11.0,0.0,0.0,0.0,0.0,6.51,0.0,0.0
469,RobinLopez,16,4.1,.453,15.5,7.7,0.0,0.0,0.0,0.0,6.49,-4.0,-0.1
470,JohnnyDavis,23,8.0,.435,9.3,8.0,0.0,0.0,0.0,0.0,6.44,-11.9,-0.4
471,ColbyJones,17,7.1,.384,15.8,7.9,0.0,0.0,0.0,0.0,6.38,-8.0,-0.3
472,CoryJoseph,26,11.4,.470,34.7,9.9,0.0,0.0,0.0,0.0,6.21,0.0,0.0
473,BriceSensabaugh,6,2.7,.383,14.9,7.4,0.0,0.0,0.0,0.0,6.15,-1.1,-0.0
474,D'MoiHodge,7,5.9,.441,22.9,4.6,0.0,0.0,0.0,0.0,6.07,-2.9,-0.1
475,KennethLoftonJr.,17,6.4,.413,19.6,11.2,0.0,2.0,0.0,9.2,5.99,-7.8,-0.3
476,GabeVincent,5,25.4,.411,30.1,4.0,0.0,0.0,0.0,0.0,5.98,0.0,0.0
477,KobeBufkin,5,5.0,.414,7.8,7.8,0.0,0.0,0.0,0.0,5.84,-1.9,-0.1
478,KiraLewisJr.,18,8.3,.380,23.3,9.3,0.0,3.1,0.0,5.3,5.80,0.0,0.0
479,MarkieffMorris,17,9.2,.443,15.5,12.7,0.0,0.0,0.0,0.0,5.79,0.0,0.0
480,EvanFournier,5,17.8,.401,9.2,11.0,0.0,2.5,0.0,7.5,5.71,0.0,0.0
481,LindellWigginton,3,2.7,.510,0.0,14.5,0.0,0.0,0.0,0.0,5.61,-0.6,-0.0
482,YutaWatanabe,30,13.6,.497,7.7,11.8,0.0,3.3,0.0,6.6,5.59,0.0,0.0
483,WesleyMatthews,21,11.0,.451,17.7,8.2,0.0,0.0,0.0,0.0,5.47,0.0,0.0
484,JalenSlawson,5,3.8,.667,28.6,28.6,0.0,0.0,0.0,0.0,5.46,-1.5,-0.1
485,KobeBrown,32,8.7,.469,19.6,8.1,0.0,0.0,0.0,0.0,5.45,-22.3,-0.7
486,P.J.Tucker,15,15.9,.492,24.8,12.4,0.0,7.7,0.0,10.1,5.44,0.0,0.0
,SidyCissoko,5,6.4,.387,0.0,11.4,0.0,0.0,0.0,0.0,5.44,-2.6,-0.1
488,IsaiahLivers,23,20.4,.460,15.2,9.7,0.0,0.0,0.0,0.0,5.08,0.0,0.0
489,DaQuanJeffries,10,3.0,.427,12.6,6.3,0.0,0.0,0.0,0.0,5.05,0.0,0.0
490,FilipPetrusev,3,3.0,.521,0.0,0.0,0.0,0.0,0.0,5.6,5.03,0.0,0.0
491,NathanMensah,25,12.3,.496,16.0,24.9,0.0,0.0,0.0,0.0,5.02,-25.6,-0.9
492,JakeLaRavia,11,11.1,.447,11.0,7.3,0.0,0.0,0.0,0.0,4.86,-10.8,-0.4
493,DariqWhitehead,2,12.0,.255,33.8,0.0,0.0,0.0,0.0,0.0,4.82,-2.1,-0.1
494,ThanasisAntetokounmpo,23,4.6,.524,27.9,23.3,0.0,0.0,0.0,0.0,4.70,0.0,0.0
495,JustinMinaya,16,8.8,.365,16.8,14.0,0.0,0.0,0.0,0.0,4.69,-12.8,-0.4
496,JoeHarris,16,10.6,.489,18.6,7.4,0.0,0.0,0.0,0.0,4.58,0.0,0.0
497,UsmanGaruba,2,3.0,.000,50.0,0.0,0.0,0.0,0.0,0.0,4.41,0.0,0.0
498,JalenMcDaniels,33,8.9,.417,11.4,12.1,0.0,0.0,0.0,0.0,4.39,0.0,0.0
499,E.J.Liddell,8,2.9,.291,10.1,20.2,0.0,0.0,0.0,0.0,4.24,-2.3,-0.1
500,JordanWalsh,4,8.3,.200,22.2,22.2,0.0,0.0,0.0,0.0,3.90,-3.4,-0.1
501,JulianPhillips,30,6.6,.472,12.3,10.8,0.0,0.0,0.0,0.0,3.85,-20.5,-0.7
502,EmoniBates,10,7.6,.348,18.2,3.0,0.0,0.0,0.0,0.0,3.67,-8.1,-0.3
503,JulesBernard,6,4.7,.292,26.3,10.5,0.0,0.0,0.0,0.0,3.61,-3.0,-0.1
504,TheoMaledon,15,14.1,.390,23.0,14.8,0.0,2.0,0.0,6.4,3.38,0.0,0.0
505,TajGibson,16,10.3,.335,23.8,13.2,0.0,0.0,0.0,0.0,3.15,-18.8,-0.6
506,MarquesBolden,2,1.5,.000,0.0,0.0,0.0,0.0,0.0,0.0,3.08,-0.3,-0.0
507,AshtonHagans,3,18.0,.379,32.0,13.7,0.0,0.0,0.0,0.0,2.57,-6.6,-0.2
508,JuanToscano-Anderson,11,4.8,.292,22.2,11.1,0.0,0.0,0.0,0.0,2.48,0.0,0.0
509,AleksejPokusevski,10,6.0,.338,19.4,11.6,0.0,0.0,0.0,0.0,2.46,0.0,0.0
510,AdmiralSchofield,13,3.8,.444,19.3,15.5,0.0,0.0,0.0,0.0,2.42,0.0,0.0
511,AmariBailey,3,5.0,.317,10.1,10.1,0.0,0.0,0.0,0.0,2.13,-1.9,-0.1
512,AJGriffin,18,7.3,.403,7.2,10.7,0.0,0.0,0.0,0.0,1.84,-17.6,-0.6
513,MicahPotter,2,3.5,.000,0.0,0.0,0.0,0.0,0.0,0.0,1.53,-1.0,-0.0
514,R.J.Hampton,8,9.5,.336,30.9,11.6,0.0,0.0,0.0,0.0,0.85,0.0,0.0
515,DannyGreen,2,9.0,.000,33.3,0.0,0.0,0.0,0.0,0.0,0.74,0.0,0.0
516,KeyontaeJohnson,7,8.1,.375,20.0,20.0,0.0,0.0,0.0,0.0,0.70,-8.6,-0.3
517,SethLundy,9,5.8,.373,0.0,5.1,0.0,0.0,0.0,0.0,0.09,-8.3,-0.3
518,FrankNtilikina,5,8.6,.253,26.9,6.7,0.0,0.0,0.0,0.0,0.03,0.0,0.0
519,JavonteSmart,1,1.0,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.00,-0.2,-0.0
,OnuralpBitim,1,3.0,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.00,-0.5,-0.0
,VitKrejci,1,2.0,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.0
,MalcolmCazalon,1,3.0,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.00,-0.5,-0.0
523,RonHarperJr.,1,4.0,.000,100.0,0.0,0.0,0.0,0.0,0.0,-0.03,-0.6,-0.0
524,JalenHood-Schifino,17,5.6,.322,13.1,13.1,0.0,0.0,0.0,0.0,-0.47,-16.1,-0.5
525,MouhamedGueye,2,2.0,.000,0.0,0.0,0.0,0.0,0.0,0.0,-0.63,-0.7,-0.0
526,MaxwellLewis,19,3.6,.292,15.0,25.0,0.0,0.0,0.0,0.0,-1.76,-12.9,-0.4
527,RyanArcidiacono,20,2.3,.000,33.3,16.7,0.0,0.0,0.0,0.0,-1.91,0.0,0.0
528,AlexFudge,4,3.5,.291,0.0,12.7,0.0,0.0,0.0,0.0,-1.95,-2.7,-0.1
529,CharlieBrownJr.,6,5.5,.333,0.0,18.2,0.0,0.0,0.0,0.0,-2.36,0.0,0.0
530,JeromeRobinson,9,3.3,.172,14.7,0.0,0.0,0.0,0.0,0.0,-2.52,0.0,0.0
531,TyTyWashingtonJr.,5,4.2,.214,10.0,20.0,0.0,0.0,0.0,0.0,-3.13,-4.4,-0.1
532,JamareeBouyea,6,9.5,.238,21.6,21.6,0.0,0.0,0.0,0.0,-4.75,-13.2,-0.4
533,HunterTyson,9,3.0,.143,10.0,20.0,0.0,0.0,0.0,0.0,-9.02,-8.0,-0.3
534,JasonPreston,1,1.0,.000,0.0,100.0,0.0,0.0,0.0,0.0,-11.85,0.0,0.0
535,AlondesWilliams,1,6.0,.000,0.0,50.0,0.0,0.0,0.0,0.0,-12.68,-2.1,-0.1
536,JohnnyJuzang,2,3.0,.000,25.0,0.0,0.0,0.0,0.0,0.0,-13.59,-2.2,-0.1
537,JoshuaPrimo,1,5.0,.500,0.0,60.0,0.0,0.0,0.0,0.0,-15.51,0.0,0.0
538,PeteNance,2,2.0,.000,0.0,0.0,0.0,0.0,0.0,0.0,-18.79,-1.8,-0.1
539,DmytroSkapintsev,2,1.0,.000,0.0,0.0,0.0,0.0,0.0,0.0,-19.04,-0.9,-0.0
540,KaiserGates,1,7.0,.000,0.0,0.0,0.0,0.0,0.0,0.0,-19.64,-3.2,-0.1
